0	27	0	0
1	59	0	0
2	11	20	0
3	43	20	0
4	27	40	0
5	59	40	0
6	11	60	0
7	43	60	0
8	27	80	0
9	59	80	0
10	11	100	0
11	43	100	0
12	27	120	0
13	59	120	0
14	11	140	0
15	43	140	0
16	27	160	0
17	59	160	0
18	11	180	0
19	43	180	0
20	27	200	0
21	59	200	0
22	11	220	0
23	43	220	0
24	27	240	0
25	59	240	0
26	11	260	0
27	43	260	0
28	27	280	0
29	59	280	0
30	11	300	0
31	43	300	0
32	27	320	0
33	59	320	0
34	11	340	0
35	43	340	0
36	27	360	0
37	59	360	0
38	11	380	0
39	43	380	0
40	27	400	0
41	59	400	0
42	11	420	0
43	43	420	0
44	27	440	0
45	59	440	0
46	11	460	0
47	43	460	0
48	27	480	0
49	59	480	0
50	11	500	0
51	43	500	0
52	27	520	0
53	59	520	0
54	11	540	0
55	43	540	0
56	27	560	0
57	59	560	0
58	11	580	0
59	43	580	0
60	27	600	0
61	59	600	0
62	11	620	0
63	43	620	0
64	27	640	0
65	59	640	0
66	11	660	0
67	43	660	0
68	27	680	0
69	59	680	0
70	11	700	0
71	43	700	0
72	27	720	0
73	59	720	0
74	11	740	0
75	43	740	0
76	27	760	0
77	59	760	0
78	11	780	0
79	43	780	0
80	27	800	0
81	59	800	0
82	11	820	0
83	43	820	0
84	27	840	0
85	59	840	0
86	11	860	0
87	43	860	0
88	27	880	0
89	59	880	0
90	11	900	0
91	43	900	0
92	27	920	0
93	59	920	0
94	11	940	0
95	43	940	0
96	27	960	0
97	59	960	0
98	11	980	0
99	43	980	0
100	27	1000	0
101	59	1000	0
102	11	1020	0
103	43	1020	0
104	27	1040	0
105	59	1040	0
106	11	1060	0
107	43	1060	0
108	27	1080	0
109	59	1080	0
110	11	1100	0
111	43	1100	0
112	27	1120	0
113	59	1120	0
114	11	1140	0
115	43	1140	0
116	27	1160	0
117	59	1160	0
118	11	1180	0
119	43	1180	0
120	27	1200	0
121	59	1200	0
122	11	1220	0
123	43	1220	0
124	27	1240	0
125	59	1240	0
126	11	1260	0
127	43	1260	0
128	27	1280	0
129	59	1280	0
130	11	1300	0
131	43	1300	0
132	27	1320	0
133	59	1320	0
134	11	1340	0
135	43	1340	0
136	27	1360	0
137	59	1360	0
138	11	1380	0
139	43	1380	0
140	27	1400	0
141	59	1400	0
142	11	1420	0
143	43	1420	0
144	27	1440	0
145	59	1440	0
146	11	1460	0
147	43	1460	0
148	27	1480	0
149	59	1480	0
150	11	1500	0
151	43	1500	0
152	27	1520	0
153	59	1520	0
154	11	1540	0
155	43	1540	0
156	27	1560	0
157	59	1560	0
158	11	1580	0
159	43	1580	0
160	27	1600	0
161	59	1600	0
162	11	1620	0
163	43	1620	0
164	27	1640	0
165	59	1640	0
166	11	1660	0
167	43	1660	0
168	27	1680	0
169	59	1680	0
170	11	1700	0
171	43	1700	0
172	27	1720	0
173	59	1720	0
174	11	1740	0
175	43	1740	0
176	27	1760	0
177	59	1760	0
178	11	1780	0
179	43	1780	0
180	27	1800	0
181	59	1800	0
182	11	1820	0
183	43	1820	0
184	27	1840	0
185	59	1840	0
186	11	1860	0
187	43	1860	0
188	27	1880	0
189	59	1880	0
190	11	1900	0
191	43	1900	0
192	27	1920	0
193	59	1920	0
194	11	1940	0
195	43	1940	0
196	27	1960	0
197	59	1960	0
198	11	1980	0
199	43	1980	0
200	27	2000	0
201	59	2000	0
202	11	2020	0
203	43	2020	0
204	27	2040	0
205	59	2040	0
206	11	2060	0
207	43	2060	0
208	27	2080	0
209	59	2080	0
210	11	2100	0
211	43	2100	0
212	27	2120	0
213	59	2120	0
214	11	2140	0
215	43	2140	0
216	27	2160	0
217	59	2160	0
218	11	2180	0
219	43	2180	0
220	27	2200	0
221	59	2200	0
222	11	2220	0
223	43	2220	0
224	27	2240	0
225	59	2240	0
226	11	2260	0
227	43	2260	0
228	27	2280	0
229	59	2280	0
230	11	2300	0
231	43	2300	0
232	27	2320	0
233	59	2320	0
234	11	2340	0
235	43	2340	0
236	27	2360	0
237	59	2360	0
238	11	2380	0
239	43	2380	0
240	27	2400	0
241	59	2400	0
242	11	2420	0
243	43	2420	0
244	27	2440	0
245	59	2440	0
246	11	2460	0
247	43	2460	0
248	27	2480	0
249	59	2480	0
250	11	2500	0
251	43	2500	0
252	27	2520	0
253	59	2520	0
254	11	2540	0
255	43	2540	0
256	27	2560	0
257	59	2560	0
